2793
2009.03,25.59
2009.03,26.87
2009.03,26.64
2009.03,26.18
2009.03,25.73
2009.03,26.48
2009.03,26.33
2009.03,26.87
2009.03,27.63
2009.03,27.43
2009.03,27.22
2009.03,27.59
2009.03,27.49
2009.03,27.65
2009.03,26.75
2009.03,25.99
2009.03,26.68
2009.04,27
2009.04,27.71
2009.04,27.6
2009.04,27.65
2009.04,27.77
2009.04,28.42
2009.04,29.01
2009.04,29.005
2009.04,29.005
2009.04,29.25
2009.04,29.39
2009.04,29.33
2009.04,29.44
2009.04,29.21
2009.04,29.23
2009.04,29.86
2009.04,30.46
2009.04,31.12
2009.04,30.95
2009.04,30.14
2009.04,29.5
2009.04,29.03
2009.05,29.025
2009.05,29.34
2009.05,28.23
2009.05,28.45
2009.05,28.05
2009.05,28.64
2009.05,29.45
2009.05,29.33
2009.05,29.86
2009.05,29.86
2009.05,29.58
2009.05,30.7
2009.05,30.89
2009.05,30.37
2009.05,29.77
2009.05,29.9
2009.05,30.13
2009.05,30.38
2009.05,30.23
2009.05,30.22
2009.05,30.35
2009.06,30.8
2009.06,31.25
2009.06,31.01
2009.06,30.29
2009.06,30.3
2009.06,30.37
2009.06,30.43
2009.06,30.02
2009.06,29.9
2009.06,29.48
2009.06,29.05
2009.06,29.07
2009.06,28.86
2009.06,28.84
2009.06,28.87
2009.06,28.32
2009.06,28.05
2009.06,28.94
2009.06,28.6
2009.06,28.19
2009.06,28.78
2009.06,28.67
2009.07,28.6
2009.07,28.08
2009.07,27.84
2009.07,27.75
2009.07,27.32
2009.07,27.95
2009.07,28.71
2009.07,28.56
2009.07,29.28
2009.07,29.06
2009.07,29.83
2009.07,29.89
2009.07,30.24
2009.07,30.44
2009.07,30.42
2009.07,31.08
2009.07,31.6
2009.07,31.51
2009.07,31.55
2009.07,31.2
2009.07,31.8
2009.07,32.92
2009.07,33
2009.08,33.07
2009.08,33.5
2009.08,33.15
2009.08,33.29
2009.08,33.45
2009.08,33.42
2009.08,33.07
2009.08,33.02
2009.08,33.14
2009.08,32.94
2009.08,32.67
2009.08,32.65
2009.08,32.58
2009.08,32.88
2009.08,33.2
2009.08,33.42
2009.08,33.53
2009.08,33.44
2009.08,33.87
2009.08,34.02
2009.08,34.06
2009.09,33.87
2009.09,34.23
2009.09,33.84
2009.09,33.92
2009.09,33.92
2009.09,33.8
2009.09,34.19
2009.09,35.1
2009.09,35.26
2009.09,35.25
2009.09,35.09
2009.09,34.61
2009.09,34.11
2009.09,34.14
2009.09,34.4
2009.09,34.5
2009.09,34.15
2009.09,33.66
2009.09,33.5
2009.09,33.2
2009.09,33.17
2009.09,33.28
2009.10,33.36
2009.10,33.07
2009.10,33.09
2009.10,33.12
2009.10,33.4
2009.10,34.33
2009.10,34.48
2009.10,34.76
2009.10,34.59
2009.10,35.08
2009.10,34.8
2009.10,34.54
2009.10,35.05
2009.10,34.75
2009.10,34.97
2009.10,34.39
2009.10,34.44
2009.10,34.1
2009.10,34.41
2009.10,31.75
2009.10,31.58
2009.10,30.8
2009.11,31.3
2009.11,31.57
2009.11,31.75
2009.11,31.75
2009.11,31.45
